Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2015-04-18 13:50:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,TENDERLOIN,"ARREST, BOOKED",100 Block of GOLDEN GATE AV,-122.413047972078,37.781911962829795
2015-04-18 13:40:00,LARCENY/THEFT,GRAND THEFT BICYCLE,Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-04-18 13:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,TENDERLOIN,NONE,HYDE ST / MCALLISTER ST,-122.41531796699199,37.7807179285998
2015-04-18 13:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,TARAVAL,NONE,LAWTON ST / 12TH AV,-122.46913000509701,37.758303571682795
2015-04-18 13:30:00,VEHICLE THEFT,STOLEN TRUCK,Saturday,BAYVIEW,NONE,REVERE AV / KEITH ST,-122.38829455719,37.73060802717
2015-04-18 13:30:00,SECONDARY CODES,DOMESTIC VIOLENCE,Saturday,NORTHERN,NONE,FELL ST / LAGUNA ST,-122.42607140598601,37.775524118166
2015-04-18 13:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,NORTHERN,NONE,FELL ST / LAGUNA ST,-122.42607140598601,37.775524118166
2015-04-18 13:15:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,200 Block of WEBSTER ST,-122.429013659092,37.7730173653905
2015-04-18 13:15:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,TARAVAL,NONE,2500 Block of 20TH AV,-122.47662566139,37.7401865659511
2015-04-18 13:10:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,TARAVAL,NONE,2000 Block of IRVING ST,-122.479808158442,37.7633885593255
2015-04-18 13:08:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,PARK,NONE,500 Block of SCOTT ST,-122.435968136819,37.7747589552821
2015-04-18 13:01:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Saturday,MISSION,NONE,100 Block of FAIROAKS ST,-122.42428050589399,37.75428488171049
2015-04-18 13:00:00,NON-CRIMINAL,LOST PROPERTY,Saturday,MISSION,NONE,2300 Block of MARKET ST,-122.43403618214,37.7632941952462
2015-04-18 13:00:00,NON-CRIMINAL,FOUND PROPERTY,Saturday,RICHMOND,UNFOUNDED,19TH AV / CABRILLO ST,-122.47789886778601,37.7747291221187
2015-04-18 13:00:00,LARCENY/THEFT,EMBEZZLEMENT FROM DEPENDENT OR ELDER ADULT BY CARETAKER,Saturday,RICHMOND,NONE,0 Block of SUTROHEIGHTS AV,-122.50756451187999,37.7761181322276
2015-04-18 13:00:00,WEAPON LAWS,SUSPICIOUS PACKAGE,Saturday,BAYVIEW,NONE,2000 Block of 26TH ST,-122.40000678502899,37.75076633550179
2015-04-18 12:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,LAGUNA ST / LOMBARD ST,-122.43111854378799,37.8004687042875
2015-04-18 12:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,TARAVAL,NONE,2600 Block of 42ND AV,-122.500066465451,37.737284225119
2015-04-18 12:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,GOUGH ST / CALIFORNIA ST,-122.425618312013,37.789950080931504
2015-04-18 12:20:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,RICHMOND,NONE,0 Block of PARSONS ST,-122.455414918573,37.7751403422114
2015-04-18 12:05:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,CENTRAL,"ARREST, BOOKED",300 Block of POST ST,-122.407612885387,37.7884486019705
2015-04-18 12:05:00,VEHICLE THEFT,STOLEN MOTORCYCLE,Saturday,SOUTHERN,NONE,LANSING ST / 1ST ST,-122.393449725208,37.7864743137949
2015-04-18 12:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Saturday,INGLESIDE,NONE,100 Block of COLLEGE AV,-122.42646294742501,37.7354561237323
2015-04-18 12:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,MISSION,NONE,2100 Block of MARKET ST,-122.42978898698799,37.7666521474762
2015-04-18 12:00:00,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Saturday,MISSION,NONE,200 Block of LEXINGTON ST,-122.42065070543998,37.759326622182606
2015-04-18 12:00:00,ASSAULT,INFLICT INJURY ON COHABITEE,Saturday,NORTHERN,"ARREST, BOOKED",POLK ST / GEARY ST,-122.41973983780501,37.7858926099715
2015-04-18 12:00:00,NON-CRIMINAL,FOUND PROPERTY,Saturday,CENTRAL,NONE,BUSH ST / STOCKTON ST,-122.407152172242,37.790365579539795
2015-04-18 12:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE,WASHINGTON ST / BATTERY ST,-122.400488130754,37.7958763223097
2015-04-18 11:59:00,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Saturday,NORTHERN,NONE,2800 Block of GREENWICH ST,-122.446474074051,37.7975464686239
2015-04-18 11:53:00,ROBBERY,"ROBBERY, BODILY FORCE",Saturday,SOUTHERN,NONE,900 Block of MARKET ST,-122.408595110869,37.7837069301545
2015-04-18 11:50:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,INGLESIDE,NONE,0 Block of SAINT MARYS AV,-122.428762543139,37.7353476552995
2015-04-18 11:47:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.365565425353,37.8096707013239
2015-04-18 11:45:00,NON-CRIMINAL,FOUND PROPERTY,Saturday,TARAVAL,NONE,100 Block of JULES AV,-122.461169042517,37.720942217075404
2015-04-18 11:35:00,MISSING PERSON,FOUND PERSON,Saturday,MISSION,NONE,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
2015-04-18 11:35:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,CENTRAL,NONE,100 Block of BATTERY ST,-122.399794605667,37.7927514846386
2015-04-18 11:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-04-18 11:23:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,0 Block of HOWARD ST,-122.392036366343,37.7916194222304
2015-04-18 11:20:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,SOUTHERN,NONE,MISSION ST / 4TH ST,-122.404270179486,37.78447885387449
2015-04-18 11:15:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,CENTRAL,NONE,BEACH ST / LARKIN ST,-122.42219944483,37.8064351103515
2015-04-18 11:15:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,PARK,NONE,PARNASSUS AV / STANYAN ST,-122.45257126679701,37.764509713574704
2015-04-18 11:04:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,MISSION,UNFOUNDED,2900 Block of 16TH ST,-122.418049946137,37.7650940324026
2015-04-18 11:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Saturday,NORTHERN,NONE,400 Block of PAGE ST,-122.42820035502,37.7734038771215
2015-04-18 11:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,TARAVAL,NONE,2300 Block of 24TH AV,-122.48118317163001,37.7437268170337
2015-04-18 11:00:00,BURGLARY,"BURGLARY,RESIDENCE UNDER CONSTRT, UNLAWFUL ENTRY",Saturday,INGLESIDE,NONE,800 Block of TERESITA BL,-122.44617432915399,37.733879571916106
2015-04-18 11:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,INGLESIDE,NONE,600 Block of CAYUGA AV,-122.43644487998002,37.7279686263212
2015-04-18 11:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,INGLESIDE,NONE,ALEMANY BL / SANTAROSA AV,-122.435991188442,37.726718863669
2015-04-18 11:00:00,VEHICLE THEFT,ATTEMPTED STOLEN VEHICLE,Saturday,INGLESIDE,NONE,ALEMANY BL / SANTAROSA AV,-122.435991188442,37.726718863669
2015-04-18 10:54:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,SOUTHERN,NONE,1200 Block of MARKET ST,-122.415444159886,37.7780245674641
2015-04-18 10:36:00,BURGLARY,"BURGLARY OF HOTEL ROOM, UNLAWFUL ENTRY",Saturday,CENTRAL,NONE,600 Block of GEARY ST,-122.414010814727,37.7866770011071
2015-04-18 10:30:00,MISSING PERSON,FOUND PERSON,Saturday,SOUTHERN,NONE,800 Block of MARKET ST,-122.407633520742,37.7841893501425
2015-04-18 10:30:00,NON-CRIMINAL,COURTESY REPORT,Saturday,CENTRAL,NONE,900 Block of HYDE ST,-122.41704429261401,37.78959527743221
2015-04-18 10:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,TARAVAL,NONE,19TH AV / BUCKINGHAM WY,-122.47496143417601,37.7256901689017
2015-04-18 10:30:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,PARK,"ARREST, BOOKED",MASONIC AV / HAIGHT ST,-122.4453467866,37.7702081959172
2015-04-18 10:29:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.407633520742,37.7841893501425
2015-04-18 10:25:00,OTHER OFFENSES,PROBATION VIOLATION,Saturday,TENDERLOIN,"ARREST, BOOKED",200 Block of MASON ST,-122.409523740653,37.7857602954934
2015-04-18 10:25:00,BURGLARY,"BURGLARY, VEHICLE (ARREST MADE)",Saturday,TENDERLOIN,"ARREST, BOOKED",200 Block of MASON ST,-122.409523740653,37.7857602954934
2015-04-18 10:23:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,"ARREST, BOOKED",1100 Block of HOWARD ST,-122.410808935375,37.7769299138691
2015-04-18 10:23:00,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Saturday,SOUTHERN,"ARREST, BOOKED",1100 Block of HOWARD ST,-122.410808935375,37.7769299138691
2015-04-18 10:20:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,NORTHERN,"ARREST, BOOKED",1500 Block of WEBSTER ST,-122.431437121772,37.7849665704308
2015-04-18 10:20:00,WARRANTS,WARRANT ARREST,Saturday,NORTHERN,"ARREST, BOOKED",1500 Block of WEBSTER ST,-122.431437121772,37.7849665704308
2015-04-18 10:20:00,TRESPASS,TRESPASSING,Saturday,INGLESIDE,NONE,0 Block of ATHENS ST,-122.424276475396,37.727292995416605
2015-04-18 10:15:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,SOUTHERN,NONE,0 Block of THE EMBARCADEROSOUTH ST,-122.38837987391899,37.783310406701496
2015-04-18 10:13:00,OTHER OFFENSES,RESISTING ARREST,Saturday,TARAVAL,"ARREST, BOOKED",0 Block of VICENTE ST,-122.46653820036,37.7395410546906
2015-04-18 10:13:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Saturday,TARAVAL,"ARREST, BOOKED",0 Block of VICENTE ST,-122.46653820036,37.7395410546906
2015-04-18 10:13:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,TARAVAL,"ARREST, BOOKED",0 Block of VICENTE ST,-122.46653820036,37.7395410546906
2015-04-18 10:00:00,BURGLARY,"BURGLARY OF HOTEL ROOM, UNLAWFUL ENTRY",Saturday,NORTHERN,NONE,1300 Block of BUSH ST,-122.41948623404899,37.7887480806774
2015-04-18 10:00:00,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Saturday,TARAVAL,NONE,0 Block of LUNADO WY,-122.47143933382401,37.7226935109424
2015-04-18 10:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,PARK,NONE,900 Block of FELL ST,-122.433475908902,37.7745279756155
2015-04-18 10:00:00,NON-CRIMINAL,"AIDED CASE, DOG BITE",Saturday,INGLESIDE,NONE,WARD ST / GOETTINGEN ST,-122.40307345685301,37.718465036195504
2015-04-18 10:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE,BEACH ST / COLUMBUS AV,-122.41958059212,37.8067799239331
2015-04-18 10:00:00,NON-CRIMINAL,LOST PROPERTY,Saturday,SOUTHERN,NONE,2ND ST / FOLSOM ST,-122.396707150502,37.785542950304105
2015-04-18 09:50:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,MISSION,NONE,STEVENSON ST / 14TH ST,-122.42121339889,37.7681976977245
2015-04-18 09:45:00,NON-CRIMINAL,FOUND PROPERTY,Saturday,RICHMOND,NONE,400 Block of 6TH AV,-122.464279879446,37.7800332991006
2015-04-18 09:45:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,PARK,NONE,0 Block of BURNETT AV,-122.444662864671,37.7567845774412
2015-04-18 09:40:00,NON-CRIMINAL,AIDED CASE,Saturday,TENDERLOIN,NONE,EDDY ST / TAYLOR ST,-122.410955248906,37.7841399509594
2015-04-18 09:39:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,MISSION,"ARREST, BOOKED",2500 Block of 22ND ST,-122.40598450618,37.7569318582039
2015-04-18 09:38:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,CENTRAL,NONE,400 Block of SUTTER ST,-122.40780266837601,37.7893818905021
2015-04-18 09:30:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,CENTRAL,NONE,1500 Block of GRANT AV,-122.40777592961099,37.801248433422714
2015-04-18 09:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE,800 Block of CHESTNUT ST,-122.417357825425,37.80329385463529
2015-04-18 09:30:00,BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",Saturday,TARAVAL,NONE,4400 Block of ULLOA ST,-122.503960567566,37.7398749758585
2015-04-18 09:13:00,ASSAULT,THREATS AGAINST LIFE,Saturday,INGLESIDE,NONE,1500 Block of SUNNYDALE AV,-122.41714480239901,37.7121502932531
2015-04-18 09:13:00,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Saturday,INGLESIDE,NONE,1500 Block of SUNNYDALE AV,-122.41714480239901,37.7121502932531
2015-04-18 09:09:00,ARSON,ARSON,Saturday,NORTHERN,NONE,2900 Block of DIVISADERO ST,-122.442254995811,37.7967153758518
2015-04-18 09:04:00,WARRANTS,WARRANT ARREST,Saturday,MISSION,"ARREST, BOOKED",17TH ST / SHOTWELL ST,-122.41623039254299,37.7636337702985
2015-04-18 09:00:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Saturday,MISSION,NONE,2800 Block of 24TH ST,-122.40960340613998,37.75282207512671
2015-04-18 09:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Saturday,NORTHERN,NONE,1800 Block of PINE ST,-122.42626796081899,37.7889430432056
2015-04-18 08:59:00,NON-CRIMINAL,LOST PROPERTY,Saturday,SOUTHERN,NONE,400 Block of 10TH ST,-122.410541166987,37.7709130566165
2015-04-18 08:40:00,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Saturday,TARAVAL,NONE,SKYLINEBLVD HY / JOHNMUIR DR,-122.50022040363001,37.718954166945
2015-04-18 08:40:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,BAYVIEW,"ARREST, BOOKED",FITZGERALD AV / INGALLS ST,-122.391307417333,37.720975688806796
2015-04-18 08:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-04-18 08:27:00,NON-CRIMINAL,COURTESY REPORT,Saturday,INGLESIDE,UNFOUNDED,5200 Block of DIAMONDHEIGHTS BL,-122.439065944959,37.744277476687714
2015-04-18 08:27:00,FORGERY/COUNTERFEITING,FORGERY & COUNTERFEITING (GENERAL),Saturday,INGLESIDE,UNFOUNDED,5200 Block of DIAMONDHEIGHTS BL,-122.439065944959,37.744277476687714
2015-04-18 08:27:00,NON-CRIMINAL,CASE CLOSURE,Saturday,INGLESIDE,UNFOUNDED,5200 Block of DIAMONDHEIGHTS BL,-122.439065944959,37.744277476687714
2015-04-18 08:20:00,ASSAULT,BATTERY,Saturday,TARAVAL,NONE,100 Block of RAMSELL ST,-122.466121701546,37.71360961330321
2015-04-18 08:20:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,900 Block of MISSION ST,-122.40805253847,37.7815668300024
2015-04-18 08:10:00,BURGLARY,"BURGLARY, VEHICLE (ARREST MADE)",Saturday,SOUTHERN,"ARREST, BOOKED",900 Block of MISSION ST,-122.40805253847,37.7815668300024
2015-04-18 08:00:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,NORTHERN,NONE,1900 Block of UNION ST,-122.43098728324301,37.79760610926
2015-04-18 08:00:00,ASSAULT,ATTEMPTED SIMPLE ASSAULT,Saturday,INGLESIDE,NONE,1200 Block of GENEVA AV,-122.43570645022699,37.71411212537
2015-04-18 08:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,TARAVAL,NONE,300 Block of MONCADA WY,-122.470130840378,37.729601113313606
2015-04-18 08:00:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Saturday,INGLESIDE,NONE,1200 Block of GENEVA AV,-122.43570645022699,37.71411212537
2015-04-18 07:45:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Saturday,INGLESIDE,NONE,MISSION ST / EXCELSIOR AV,-122.433623421746,37.72623583047221
2015-04-18 07:37:00,NON-CRIMINAL,FOUND PROPERTY,Saturday,MISSION,NONE,21ST ST / COLLINGWOOD ST,-122.43564467363701,37.7560399174861
2015-04-18 07:30:00,ASSAULT,INFLICT INJURY ON COHABITEE,Saturday,BAYVIEW,NONE,3RD ST / UNDERWOOD AV,-122.39235156004601,37.7300677159311
2015-04-18 07:30:00,NON-CRIMINAL,FOUND PROPERTY,Saturday,CENTRAL,NONE,BUSH ST / GRANT AV,-122.40557541431002,37.7905641270131
2015-04-18 07:30:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,NORTHERN,NONE,CALIFORNIA ST / FILLMORE ST,-122.43384306629801,37.7889062433785
2015-04-18 07:25:00,ASSAULT,BATTERY,Saturday,SOUTHERN,NONE,500 Block of 5TH ST,-122.39998111123998,37.7776242389287
2015-04-18 07:23:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Saturday,MISSION,"ARREST, BOOKED",19TH ST / CAPP ST,-122.41812008648998,37.7603012340397
2015-04-18 07:15:00,NON-CRIMINAL,AIDED CASE,Saturday,MISSION,UNFOUNDED,16TH ST / BRYANT ST,-122.410488829308,37.765605863870505
2015-04-18 07:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,MISSION,NONE,4200 Block of 18TH ST,-122.436657375769,37.7607356573712
2015-04-18 07:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,CENTRAL,NONE,900 Block of PACIFIC AV,-122.41030322541401,37.7965221139071
2015-04-18 07:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,CENTRAL,NONE,WASHINGTON ST / LEAVENWORTH ST,-122.41629472656601,37.793892707831
2015-04-18 07:00:00,VEHICLE THEFT,STOLEN TRUCK,Saturday,SOUTHERN,NONE,MISSION ST / 7TH ST,-122.41093920555201,37.779212259008496
2015-04-18 07:00:00,VEHICLE THEFT,STOLEN MOTORCYCLE,Saturday,INGLESIDE,NONE,200 Block of RICHLAND AV,-122.421624611377,37.7359058118447
2015-04-18 06:45:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Saturday,NORTHERN,NONE,BUSH ST / FILLMORE ST,-122.433461662619,37.787019871825294
2015-04-18 06:30:00,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Saturday,BAYVIEW,NONE,1500 Block of 25TH ST,-122.39411776283998,37.7525102906232
2015-04-18 06:24:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,INGLESIDE,NONE,0 Block of VANBUREN ST,-122.43533765398001,37.736250314821
2015-04-18 06:14:00,ASSAULT,INFLICT INJURY ON COHABITEE,Saturday,CENTRAL,"ARREST, BOOKED",FRANCISCO ST / MASON ST,-122.413433201999,37.8046850499582
2015-04-18 06:14:00,SECONDARY CODES,DOMESTIC VIOLENCE,Saturday,CENTRAL,"ARREST, BOOKED",FRANCISCO ST / MASON ST,-122.413433201999,37.8046850499582
2015-04-18 06:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,MISSION,NONE,400 Block of VALENCIA ST,-122.42207304893999,37.766125945480105
2015-04-18 06:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,TENDERLOIN,NONE,200 Block of GOLDEN GATE AV,-122.41508317779899,37.781652445717505
2015-04-18 06:00:00,WARRANTS,WARRANT ARREST,Saturday,PARK,"ARREST, BOOKED",0 Block of NOE ST,-122.43341966509199,37.7683076620028
2015-04-18 05:49:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,MISSION,NONE,0 Block of OAKWOOD ST,-122.424873511257,37.7606814128072
2015-04-18 05:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,SOUTHERN,NONE,FREELON ST / 4TH ST,-122.397066698493,37.7787523253223
2015-04-18 03:54:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,NORTHERN,"ARREST, BOOKED",OCTAVIA ST / HAIGHT ST,-122.423869271697,37.7729422630978
2015-04-18 03:00:00,NON-CRIMINAL,FOUND PROPERTY,Saturday,CENTRAL,NONE,1100 Block of BATTERY ST,-122.401637837069,37.8018630017326
2015-04-18 03:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Saturday,INGLESIDE,NONE,4700 Block of MISSION ST,-122.43686793261699,37.7220486455317
2015-04-18 03:00:00,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Saturday,SOUTHERN,NONE,1700 Block of MARKET ST,-122.42218826142599,37.7726948236861
2015-04-18 02:55:00,VEHICLE THEFT,"AUTO, GRAND THEFT OF",Saturday,SOUTHERN,NONE,MINNA ST / NEWMONTGOMERY ST,-122.399977455813,37.7870120774051
2015-04-18 02:55:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,SOUTHERN,NONE,MINNA ST / NEWMONTGOMERY ST,-122.399977455813,37.7870120774051
2015-04-18 02:55:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Saturday,SOUTHERN,NONE,MINNA ST / NEWMONTGOMERY ST,-122.399977455813,37.7870120774051
2015-04-18 02:55:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,SOUTHERN,NONE,MINNA ST / NEWMONTGOMERY ST,-122.399977455813,37.7870120774051
2015-04-18 02:48:00,ROBBERY,"ROBBERY, ARMED WITH A DANGEROUS WEAPON",Saturday,TENDERLOIN,"ARREST, BOOKED",EDDY ST / LEAVENWORTH ST,-122.414242955907,37.783724025447796
2015-04-18 02:47:00,NON-CRIMINAL,FOUND PROPERTY,Saturday,PARK,NONE,900 Block of JOHNFKENNEDY DR,-122.47684917009,37.7714812608151
2015-04-18 02:40:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,NORTHERN,"ARREST, BOOKED",700 Block of OAK ST,-122.431673447197,37.7739204424876
2015-04-18 02:36:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Saturday,CENTRAL,EXCEPTIONAL CLEARANCE,1600 Block of JONES ST,-122.415120993809,37.796101973907795
2015-04-18 02:30:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,SOUTHERN,NONE,200 Block of 1ST ST,-122.39528141037901,37.78785775333221
2015-04-18 02:30:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,NORTHERN,NONE,700 Block of HAYES ST,-122.428738634368,37.776092741181294
2015-04-18 02:30:00,SECONDARY CODES,DOMESTIC VIOLENCE,Saturday,SOUTHERN,NONE,200 Block of 1ST ST,-122.39528141037901,37.78785775333221
2015-04-18 02:30:00,ASSAULT,BATTERY,Saturday,NORTHERN,NONE,800 Block of LARKIN ST,-122.417885441042,37.785437847196796
2015-04-18 02:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE,MASON ST / NORTHPOINT ST,-122.413789467232,37.806552652983896
2015-04-18 02:15:00,ASSAULT,CHILD ABUSE (PHYSICAL),Saturday,CENTRAL,"ARREST, BOOKED",600 Block of HYDE ST,-122.416477397948,37.786795408034294
2015-04-18 02:15:00,ASSAULT,INFLICT INJURY ON COHABITEE,Saturday,CENTRAL,"ARREST, BOOKED",600 Block of HYDE ST,-122.416477397948,37.786795408034294
2015-04-18 02:07:00,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, INJURY",Saturday,SOUTHERN,NONE,2ND ST / HOWARD ST,-122.398261647342,37.786778758909705
2015-04-18 02:00:00,DISORDERLY CONDUCT,"DISTURBING THE PEACE, COMMOTION",Saturday,TENDERLOIN,NONE,0 Block of 5THSTNORTH ST,-122.408648588965,37.7849124714135
2015-04-18 02:00:00,SECONDARY CODES,DOMESTIC VIOLENCE,Saturday,TENDERLOIN,NONE,0 Block of 5THSTNORTH ST,-122.408648588965,37.7849124714135
2015-04-18 02:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,NORTHERN,NONE,700 Block of ELLIS ST,-122.41856209710501,37.78418470913029
2015-04-18 02:00:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Saturday,SOUTHERN,NONE,11TH ST / HARRISON ST,-122.41248326348,37.7706305910776
2015-04-18 01:51:00,ASSAULT,BATTERY WITH SERIOUS INJURIES,Saturday,NORTHERN,"ARREST, BOOKED",POLK ST / SUTTER ST,-122.420120319204,37.787757060241105
2015-04-18 01:46:00,WEAPON LAWS,CARRYING OF CONCEALED WEAPON BY CONVICTED FELON,Saturday,MISSION,"ARREST, BOOKED",100 Block of BARTLETT ST,-122.419711251166,37.7545565620279
2015-04-18 01:46:00,WEAPON LAWS,POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN,Saturday,MISSION,"ARREST, BOOKED",100 Block of BARTLETT ST,-122.419711251166,37.7545565620279
2015-04-18 01:46:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Saturday,MISSION,"ARREST, BOOKED",100 Block of BARTLETT ST,-122.419711251166,37.7545565620279
2015-04-18 01:46:00,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Saturday,MISSION,"ARREST, BOOKED",100 Block of BARTLETT ST,-122.419711251166,37.7545565620279
