"station_nbr","date","tmax","tmin","tavg","depart","dewpoint","wetbulb","heat","cool","sunrise","sunset","codesum","snowfall","preciptotal","stnpressure","sealevel","resultspeed","resultdir","avgspeed"
2,2013-10-27,"50","37","44","-2","30","38","21"," 0","0614","1648","RA","0.0","  T","28.80","29.92","10.6","27","11.4"
1,2013-10-28,"60","33","47","M","27","38","18"," 0","-","-"," ","M","0.00","29.99","30.18"," 5.4","26","7.6"
2,2013-10-28,"53","31","42","-4","29","36","23"," 0","0615","1647"," ","0.0","0.00","29.04","30.19"," 7.7","27","10.3"
1,2013-10-29,"50","27","39","M","22","32","26"," 0","-","-","HZ","M","0.00","30.24","30.42"," 0.8","25","1.8"
2,2013-10-29,"45","32","39","-6","17","30","26"," 0","0617","1646"," ","0.0","0.00","29.26","30.39"," 3.1","33","5.3"
1,2013-10-30,"50","32","41","M","31","36","24"," 0","-","-","RA BR","M","0.06","30.12","30.28"," 1.1","21","1.1"
2,2013-10-30,"51","33","42","-3","32","38","23"," 0","0618","1644","RA","0.0","0.01","29.15","30.26"," 6.8","25","6.9"
1,2013-10-31,"63","31","47","M","45","47","18"," 0","-","-","RA FG+ BR HZ","M","0.10","29.96","30.07"," 3.1","19","3.4"
2,2013-10-31,"60","39","50"," 5","50","51","15"," 0","0619","1643","RA FG+ BR","0.0","0.14","29.00","30.06","10.6","21","11.0"
1,2013-11-01,"72","56","64","M","54","59","1"," 0","-","-","RA","M","  T","29.40","29.56","14.3","21","14.5"
2,2013-11-01,"65","53","59","15","54","56","6"," 0","0620","1642","RA BR","0.0","0.15","28.52","29.58","19.7","22","20.6"
1,2013-11-02,"67","47","57","M","41","49","8"," 0","-","-"," ","M","  T","29.49","29.67"," 2.5","25","3.6"
2,2013-11-02,"62","43","53"," 9","40","46","12"," 0","0622","1640","RA","0.0","  T","28.58","29.67"," 5.0","27","6.6"
1,2013-11-03,"50","31","41","M","25","35","24"," 0","-","-","RA","M","  T","29.91","30.14"," 6.7","33","7.3"
2,2013-11-03,"46","29","38","-6","23","32","27"," 0","0623","1639"," ","0.0","0.00","28.94","30.12"," 9.7","35","10.0"
1,2013-11-04,"43","25","34","M","15","28","31"," 0","-","-"," ","M","0.00","30.44","30.64"," 3.4","02","4.3"
2,2013-11-04,"39","27","33","-11","13","26","32"," 0","0624","1638"," ","0.0","0.00","29.44","30.61"," 4.0","03","6.8"
1,2013-11-05,"51","25","38","M","25","34","27"," 0","-","-"," ","M","0.00","30.50","30.65"," 1.0","20","1.6"
2,2013-11-05,"48","27","38","-5","26","33","27"," 0","0625","1637"," ","0.0","0.00","29.50","30.63"," 4.4","21","5.2"
1,2013-11-06,"62","40","51","M","38","45","14"," 0","-","-"," ","M","0.00","30.19","30.30"," 8.0","21","8.2"
2,2013-11-06,"57","39","48"," 5","40","44","17"," 0","0627","1635"," ","0.0","0.00","29.23","30.30","12.5","22","12.6"
1,2013-11-07,"66","40","53","M","47","51","12"," 0","-","-","RA","M","0.11","29.66","29.81"," 6.3","25","8.9"
2,2013-11-07,"60","36","48"," 5","45","47","17"," 0","0628","1634","RA","0.0","0.13","28.74","29.82","12.4","25","15.0"
1,2013-11-08,"49","33","41","M","24","34","24"," 0","-","-"," ","M","0.01","29.75","29.94"," 9.3","27","9.8"
2,2013-11-08,"44","29","37","-5","23","31","28"," 0","0629","1633"," ","  T","  T","28.81","29.95","12.1","28","12.6"
1,2013-11-09,"45","32","39","M","20","33","26"," 0","-","-"," ","M","0.00","29.97","30.14"," 6.0","26","7.3"
2,2013-11-09,"40","27","34","-8","22","30","31"," 0","0630","1632"," ","0.0","0.00","29.02","30.14"," 8.2","26","9.3"
1,2013-11-10,"54","41","48","M","33","41","17"," 0","-","-","RA","M","0.05","29.70","29.84"," 5.7","25","6.6"
2,2013-11-10,"50","38","44"," 2","33","38","21"," 0","0632","1631","RA","0.0","0.02","28.76","29.84","12.8","26","13.8"
1,2013-11-11,"52","40","46","M","24","37","19"," 0","-","-"," ","M","0.00","29.81","29.99"," 8.0","25","10.0"
2,2013-11-11,"47","35","41"," 0","24","35","24"," 0","0633","1630"," ","0.0","0.00","28.88","30.00","13.2","26","14.5"
1,2013-11-12,"50","27","39","M","20","30","26"," 0","-","-","RA SN","M","0.07","29.87","30.07"," 7.8","30","9.4"
2,2013-11-12,"46","23","35","-6","22","28","30"," 0","0634","1629","RA SN BR UP","0.5","0.07","28.90","30.05","13.4","30","14.7"
1,2013-11-13,"36","24","30","M","11","24","35"," 0","-","-","HZ","M","0.00","30.06","30.24"," 6.5","28","7.8"
2,2013-11-13,"32","20","26","-15","11","21","39"," 0","0635","1628"," ","0.0","0.00","29.08","30.23","12.3","28","13.2"
1,2013-11-14,"52","28","40","M","19","33","25"," 0","-","-"," ","M","0.00","29.93","30.09"," 7.5","23","8.1"
2,2013-11-14,"48","26","37","-3","16","30","28"," 0","0636","1627"," ","0.0","0.00","28.97","30.10","13.3","25","13.6"
1,2013-11-15,"61","30","46","M","20","36","19"," 0","-","-"," ","M","0.00","29.98","30.16"," 4.9","21","5.0"
2,2013-11-15,"57","33","45"," 5","15","34","20"," 0","0638","1626"," ","0.0","0.00","29.04","30.16","10.7","24","11.3"
1,2013-11-16,"61","34","48","M","29","39","17"," 0","-","-"," ","M","0.00","30.09","30.28"," 0.9","25","2.0"
2,2013-11-16,"56","41","49"," 9","25","38","16"," 0","0639","1625"," ","0.0","0.00","29.15","30.28"," 6.2","25","6.9"
1,2013-11-17,"56","30","43","M","41","43","22"," 0","-","-","RA FG+ BR","M","  T","30.07","30.19"," 1.3","05","2.7"
2,2013-11-17,"53","40","47"," 8","44","45","18"," 0","0640","1625","RA FG+ BR","0.0","0.04","29.09","30.16"," 2.6","12","4.5"
1,2013-11-18,"66","49","58","M","45","52","7"," 0","-","-","RA BR","M","1.32","29.46","29.60"," 7.0","23","8.8"
2,2013-11-18,"60","43","52","13","42","49","13"," 0","0641","1624","RA FG+ BR","0.0","0.33","28.56","29.62","12.9","24","15.2"
1,2013-11-19,"50","32","41","M","17","32","24"," 0","-","-"," ","M","0.00","29.74","29.98","12.7","30","13.5"
2,2013-11-19,"44","27","36","-2","19","29","29"," 0","0643","1623"," ","0.0","0.00","28.80","29.98","15.3","31","16.1"
1,2013-11-20,"42","25","34","M","11","27","31"," 0","-","-"," ","M","0.00","30.31","30.52"," 6.5","32","6.7"
2,2013-11-20,"40","24","32","-6","10","24","33"," 0","0644","1622"," ","0.0","0.00","29.33","30.51"," 8.7","34","9.8"
1,2013-11-21,"48","20","34","M","16","29","31"," 0","-","-"," ","M","0.00","30.41","30.55"," 2.5","23","2.8"
2,2013-11-21,"43","27","35","-3","18","30","30"," 0","0645","1622"," ","0.0","0.00","29.42","30.54"," 5.3","24","7.6"
1,2013-11-22,"45","40","43","M","37","40","22"," 0","-","-","RA FG+ FG BR","M","0.20","29.99","30.10"," 0.2","15","2.0"
2,2013-11-22,"46","39","43"," 6","41","43","22"," 0","0646","1621","RA BR","0.0","0.14","29.02","30.08"," 7.6","24","8.1"
1,2013-11-23,"48","31","40","M","23","34","25"," 0","-","-","BR","M","  T","29.67","29.83","11.8","27","12.5"
2,2013-11-23,"47","24","36","-1","22","31","29"," 0","0647","1620"," ","  T","  T","28.74","29.85","18.2","28","18.4"
1,2013-11-24,"31","20","26","M","0","19","39"," 0","-","-","SN","M","  T","29.74","29.95","17.3","30","17.6"
2,2013-11-24,"24","15","20","-17","1","15","45"," 0","0649","1620","SN","  T","  T","28.80","29.97","22.6","29","23.0"
1,2013-11-25,"32","17","25","M","-2","19","40"," 0","-","-"," ","M","0.00","30.14","30.31"," 8.5","27","10.5"
2,2013-11-25,"29","13","21","-15","2","17","44"," 0","0650","1619"," ","0.0","0.00","29.14","30.30","13.1","26","14.5"
1,2013-11-26,"39","31","35","M","20","30","30"," 0","-","-","RA SN BR","M","0.08","30.12","30.27"," 3.7","22","6.1"
2,2013-11-26,"36","25","31","-5","20","27","34"," 0","0651","1619","RA FZRA SN FG+ BR UP","  T","0.17","29.12","30.24"," 5.3","22","8.4"
1,2013-11-27,"64","37","51","M","47","49","14"," 0","-","-","RA BR","M","1.54","29.36","29.46"," 3.8","20","10.9"
2,2013-11-27,"60","32","46","11","44","44","19"," 0","0652","1618","RA FG+ BR","0.0","2.57","28.40","29.45"," 5.7","25","15.4"
1,2013-11-28,"39","24","32","M","12","26","33"," 0","-","-"," ","M","0.00","29.78","30.05","12.5","27","12.9"
2,2013-11-28,"33","19","26","-9","12","21","39"," 0","0653","1618"," ","  T","  T","28.84","30.07","14.6","28","15.0"
1,2013-11-29,"32","19","26","M","6","20","39"," 0","-","-","UP","M","  T","30.39","30.60"," 4.7","31","5.5"
2,2013-11-29,"30","18","24","-11","8","19","41"," 0","0654","1617"," ","0.0","0.00","29.38","30.57"," 7.0","30","8.5"
1,2013-11-30,"34","13","24","M","12","22","41"," 0","-","-"," ","M","0.00","30.55","30.69"," 0.8","10","2.3"
2,2013-11-30,"29","15","22","-12","9","19","43"," 0","0655","1617"," ","0.0","0.00","29.52","30.65"," 2.0","11","6.4"
1,2013-12-01,"38","32","35","M","30","34","30"," 0","-","-","RA BR","M","0.08","30.08","30.21"," 2.4","36","3.4"
2,2013-12-01,"37","27","32","-2","31","33","33"," 0","0656","1617","RA FG+ FG BR UP","0.0","0.08","29.08","30.18"," 1.1","01","4.9"
1,2013-12-02,"40","37","39","M","35","37","26"," 0","-","-","BR","M","0.00","29.82","29.98"," 3.1","35","3.4"
2,2013-12-02,"38","31","35"," 2","35","35","30"," 0","0657","1616","FG+ FZFG BR","0.0","0.00","28.85","29.96"," 2.2","02","2.1"
1,2013-12-03,"49","33","41","M","31","36","24"," 0","-","-","BR","M","0.00","29.75","29.92"," 4.6","32","5.3"
2,2013-12-03,"46","29","38"," 5","30","34","27"," 0","0658","1616","BR","0.0","0.00","28.79","29.91"," 7.0","32","7.5"
1,2013-12-04,"42","29","36","M","24","31","29"," 0","-","-"," ","M","0.00","29.91","30.10"," 3.5","27","4.4"
2,2013-12-04,"42","28","35"," 2","26","31","30"," 0","0659","1616"," ","0.0","0.00","28.95","30.10"," 6.2","28","7.4"
1,2013-12-05,"46","29","38","M","34","37","27"," 0","-","-","FG+ BR HZ","M","  T","29.97","30.11"," 1.0","05","2.4"
2,2013-12-05,"53","34","44","11","39","41","21"," 0","0700","1616","RA FG+ BR","0.0","0.06","28.99","30.08"," 3.9","20","6.9"
1,2013-12-06,"55","34","45","M","40","44","20"," 0","-","-","RA SN BR","M","0.28","29.81","29.99"," 4.3","30","5.4"
2,2013-12-06,"53","32","43","11","42","43","22"," 0","0701","1615","RA SN FG+ FG BR UP","0.8","0.49","28.87","29.99"," 5.7","29","8.1"
1,2013-12-07,"39","25","32","M","23","30","33"," 0","-","-","RA","M","0.07","30.06","30.27"," 5.9","30","6.2"
2,2013-12-07,"34","23","29","-3","24","28","36"," 0","0702","1615","FZRA BR","  T","0.04","29.08","30.25"," 9.0","31","9.3"
1,2013-12-08,"30","20","25","M","15","24","40"," 0","-","-"," ","M","0.00","30.37","30.55"," 1.4","34","2.1"
2,2013-12-08,"26","17","22","-9","13","21","43"," 0","0703","1615","SN","0.0","0.00","29.36","30.52"," 3.0","32","5.0"
1,2013-12-09,"39","25","32","M","28","31","33"," 0","-","-","RA SN FG BR UP","M","0.24","30.03","30.14"," 2.3","01","4.7"
2,2013-12-09,"33","21","27","-4","27","28","38"," 0","0704","1615","FZRA SN FG+ FZFG BR UP","0.3","0.25","29.03","30.11"," 2.9","03","7.9"
1,2013-12-10,"36","25","31","M","24","29","34"," 0","-","-","SN","M","  T","29.70","29.89"," 6.7","24","7.7"
2,2013-12-10,"32","19","26","-4","24","26","39"," 0","0705","1615","SN FG+ FZFG BR","1.4","0.12","28.74","29.88","10.4","27","10.9"
1,2013-12-11,"33","21","27","M","14","23","38"," 0","-","-"," ","M","  T","29.95","30.13"," 8.9","23","9.2"
2,2013-12-11,"25","16","21","-9","14","19","44"," 0","0706","1615"," ","  T","  T","28.97","30.13","13.5","25","13.8"
1,2013-12-12,"25","16","21","M","3","17","44"," 0","-","-"," ","M","M","M","M"," 4.4","28","M"
2,2013-12-12,"20","10","15","-15","5","13","50"," 0","0707","1616","SN","  T","  T","29.03","30.18"," 9.8","28","10.8"
1,2013-12-13,"30","13","22","M","7","18","43"," 0","-","-"," ","M","  T","29.91","30.12"," 8.2","26","10.4"
2,2013-12-13,"24","11","18","-12","8","15","47"," 0","0708","1616","SN","  T","0.01","28.92","30.10","11.3","26","12.3"
1,2013-12-14,"18","9","14","M","1","11","51"," 0","-","-","SN","M","0.10","30.34","30.50"," 6.8","36","7.8"
2,2013-12-14,"16","8","12","-17","3","9","53"," 0","0708","1616","SN FZFG BR","5.1","0.45","29.28","30.43"," 6.5","05","7.6"
1,2013-12-15,"35","18","27","M","21","25","38"," 0","-","-","FZRA SN FG BR","M","0.47","29.55","29.67"," 2.9","34","10.9"
2,2013-12-15,"25","14","20","-9","18","20","45"," 0","0709","1616","SN FZFG BR UP","3.9","0.62","28.54","29.64"," 5.7","34","11.9"
1,2013-12-16,"27","12","20","M","8","19","45"," 0","-","-"," ","M","0.00","29.75","29.98","11.3","26","11.9"
2,2013-12-16,"22","11","17","-12","8","16","48"," 0","0710","1616","HZ","  T","  T","28.79","29.97","12.0","27","12.5"
1,2013-12-17,"19","0","10","M","3","10","55"," 0","-","-","SN","M","0.16","30.03","30.18"," 6.1","01","6.5"
2,2013-12-17,"18","5","12","-16","6","9","53"," 0","0710","1617","SN FG+ FZFG BR","6.6","0.44","28.98","30.12"," 5.3","03","7.5"
1,2013-12-18,"34","17","26","M","15","23","39"," 0","-","-"," ","M","0.00","29.78","29.96"," 5.9","29","7.8"
2,2013-12-18,"28","15","22","-6","16","20","43"," 0","0711","1617"," ","  T","  T","28.80","29.96","10.9","30","13.4"
1,2013-12-19,"41","26","34","M","20","29","31"," 0","-","-"," ","M","0.00","29.87","30.05"," 7.7","22","8.0"
2,2013-12-19,"37","14","26","-2","20","26","39"," 0","0712","1617","UP","M","0.00","28.90","30.05","12.7","24","12.8"
1,2013-12-20,"52","30","41","M","28","36","24"," 0","-","-","RA","M","  T","29.85","30.02"," 3.4","20","3.7"
2,2013-12-20,"49","32","41","14","28","35","24"," 0","0712","1618"," ","0.0","0.00","28.90","30.01","10.5","22","10.8"
1,2013-12-21,"58","41","50","M","38","44","15"," 0","-","-"," ","M","  T","29.75","29.91"," 5.7","21","5.8"
2,2013-12-21,"53","39","46","19","39","43","19"," 0","0713","1618"," ","0.0","  T","28.82","29.91","12.1","23","12.5"
1,2013-12-22,"53","33","43","M","35","37","22"," 0","-","-","RA FG+ FG BR","M","0.05","29.75","29.93"," 5.6","05","7.2"
2,2013-12-22,"63","33","48","21","48","49","17"," 0","0713","1619","RA FG+ BR","0.0","  T","28.77","29.87"," 9.4","22","12.6"
1,2013-12-23,"38","31","35","M","31","32","30"," 0","-","-","RA FZRA FG+ FG FZFG BR UP","M","0.44","29.88","30.06"," 2.2","03","4.1"
2,2013-12-23,"40","31","36"," 9","33","34","29"," 0","0714","1619","RA FZRA FG+ FZFG BR UP","0.0","0.64","28.90","30.03"," 4.0","36","7.5"
1,2013-12-24,"38","25","32","M","18","28","33"," 0","-","-"," ","M","0.00","29.95","30.13"," 7.3","32","7.5"
2,2013-12-24,"34","21","28"," 1","17","25","37"," 0","0714","1620"," ","0.0","0.00","28.97","30.12"," 9.5","31","10.2"
1,2013-12-25,"25","12","19","M","1","15","46"," 0","-","-"," ","M","0.00","30.26","30.46"," 6.2","31","6.6"
2,2013-12-25,"21","11","16","-10","1","12","49"," 0","0715","1621"," ","0.0","0.00","29.23","30.42"," 4.6","31","9.0"
1,2013-12-26,"33","18","26","M","16","22","39"," 0","-","-","SN FG+ FZFG BR HZ","M","0.07","30.14","30.28"," 1.3","23","2.5"
2,2013-12-26,"30","15","23","-3","17","21","42"," 0","0715","1621","SN BR","0.8","0.05","29.12","30.25"," 4.7","26","7.1"
1,2013-12-27,"33","17","25","M","17","24","40"," 0","-","-"," ","M","0.00","30.06","30.24"," 7.0","23","7.4"
2,2013-12-27,"29","19","24","-2","17","23","41"," 0","0715","1622"," ","0.0","0.00","29.08","30.23","10.6","26","10.7"
1,2013-12-28,"46","25","36","M","22","30","29"," 0","-","-"," ","M","0.00","29.93","30.09"," 7.0","22","7.6"
2,2013-12-28,"42","25","34"," 8","22","29","31"," 0","0716","1623"," ","0.0","0.00","28.97","30.09","13.6","24","13.9"
1,2013-12-29,"43","30","37","M","29","34","28"," 0","-","-","RA BR UP","M","1.10","29.72","29.83"," 1.3","33","5.5"
2,2013-12-29,"40","32","36","11","30","34","29"," 0","0716","1623","RA SN FG+ BR UP","M","1.18","28.74","29.80"," 4.0","28","11.0"
1,2013-12-30,"42","16","29","M","20","29","36"," 0","-","-"," ","M","0.00","29.69","29.89"," 7.7","28","10.0"
2,2013-12-30,"38","13","26"," 1","18","26","39"," 0","0716","1624"," ","M","0.00","28.70","29.89","13.3","28","13.8"
1,2013-12-31,"23","11","17","M","0","M","48"," 0","-","-"," ","M","  T","29.96","30.13"," 3.3","27","5.1"
2,2013-12-31,"21","10","16","-9","6","M","49"," 0","0716","1625"," ","0.0","0.00","28.94","30.10"," 6.9","27","8.4"
1,2014-01-01,"27","17","22","M","4","17","43"," 0","-","-"," ","M","0.00","30.14","30.34"," 7.0","26","7.4"
2,2014-01-01,"23","13","18","M","4","15","47"," 0","-","-","SN BR","  T","  T","29.13","30.30"," 8.1","27","8.7"
1,2014-01-02,"21","0","11","M","3","8","54"," 0","-","-","SN","M","0.02","30.06","30.19","13.9","02","14.0"
2,2014-01-02,"17","-2","8","M","5","8","57"," 0","-","-","SN FZFG BR","6.2","0.34","28.99","30.09","12.5","04","13.8"
1,2014-01-03,"14","1","8","M","-6","4","57"," 0","-","-","SN","M","0.01","29.84","30.06","11.5","34","13.2"
2,2014-01-03,"9","-3","3","M","-5","1","62"," 0","-","-","SN FZFG BR HZ","4.1","0.20","28.79","30.01","12.5","34","15.3"
1,2014-01-04,"26","-4","11","M","-3","10","54"," 0","-","-","UP","M","  T","30.22","30.38"," 8.0","21","8.3"
2,2014-01-04,"23","-4","10","M","-2","9","55"," 0","-","-"," ","0.0","0.00","29.18","30.36","14.1","24","15.0"
1,2014-01-05,"37","16","27","M","17","26","38"," 0","-","-","RA BR UP","M","0.03","30.09","30.23"," 1.9","19","4.7"
2,2014-01-05,"34","17","26","M","19","25","39"," 0","-","-","RA FG+ FG BR UP","0.0","0.11","29.10","30.21"," 6.2","24","8.2"
1,2014-01-06,"60","28","44","M","38","41","21"," 0","-","-","RA FG+ FG BR","M","0.47","29.38","29.50"," 5.8","23","10.2"
2,2014-01-06,"55","21","38","M","35","37","27"," 0","-","-","RA FG+ FG BR UP","  T","0.66","28.45","29.50"," 9.1","24","14.5"
1,2014-01-07,"28","8","18","M","-5","10","47"," 0","-","-"," ","M","0.00","29.67","29.91","16.3","26","16.5"
2,2014-01-07,"22","2","12","M","-8","4","53"," 0","-","-","SN","  T","  T","28.69","29.91","17.5","27","17.8"
1,2014-01-08,"22","7","15","M","-2","11","50"," 0","-","-"," ","M","0.00","30.18","30.39","11.1","23","11.3"
2,2014-01-08,"15","2","9","M","-3","6","56"," 0","-","-"," ","0.0","0.00","29.17","30.38","12.3","25","12.6"
1,2014-01-09,"29","13","21","M","4","17","44"," 0","-","-"," ","M","  T","30.37","30.57"," 4.7","27","5.8"
2,2014-01-09,"26","10","18","M","4","14","47"," 0","-","-"," ","0.0","0.00","29.36","30.55"," 7.6","27","8.4"
1,2014-01-10,"37","12","25","M","21","25","40"," 0","-","-","SN BR","M","0.06","30.30","30.45"," 3.0","21","3.4"
2,2014-01-10,"36","13","25","M","24","26","40"," 0","-","-","SN FG+ FG BR","0.5","0.05","29.29","30.42"," 8.9","22","9.0"
1,2014-01-11,"60","34","47","M","45","47","18"," 0","-","-","RA FG+ FG BR","M","0.28","29.67","29.75"," 5.5","19","7.1"
2,2014-01-11,"57","36","47","M","48","48","18"," 0","-","-","RA FG+ FG BR","0.0","0.50","28.72","29.73","14.2","20","14.9"
1,2014-01-12,"56","36","46","M","28","37","19"," 0","-","-","RA","M","  T","29.37","29.61","11.3","26","12.1"
2,2014-01-12,"51","31","41","M","28","34","24"," 0","-","-","RA","0.0","0.04","28.46","29.63","18.4","28","18.8"
1,2014-01-13,"53","31","42","M","27","36","23"," 0","-","-"," ","M","0.00","29.86","30.03"," 7.8","21","8.1"
2,2014-01-13,"48","28","38","M","27","34","27"," 0","-","-"," ","0.0","0.00","28.90","30.02","11.9","22","13.2"
1,2014-01-14,"50","43","47","M","42","45","18"," 0","-","-","RA FG BR","M","0.69","29.61","29.76"," 3.4","21","5.5"
2,2014-01-14,"45","39","42","M","40","42","23"," 0","-","-","RA BR","0.0","0.71","28.67","29.76"," 9.2","24","11.7"
1,2014-01-15,"47","32","40","M","33","37","25"," 0","-","-","FG BR","M","  T","29.75","29.94"," 3.0","20","3.4"
2,2014-01-15,"43","29","36","M","32","34","29"," 0","-","-","BR","0.0","0.00","28.79","29.93"," 6.6","22","7.5"
1,2014-01-16,"38","31","35","M","32","34","30"," 0","-","-","FG+ FG FZFG BR","M","0.00","29.73","29.91"," 1.6","04","2.3"
2,2014-01-16,"37","32","35","M","33","34","30"," 0","-","-","FG BR","0.0","0.00","28.76","29.88"," 0.7","33","4.5"
1,2014-01-17,"45","32","39","M","26","34","26"," 0","-","-","BR","M","0.00","29.77","29.94"," 4.9","22","5.1"
2,2014-01-17,"40","28","34","M","26","30","31"," 0","-","-","FG+ BR","0.0","0.00","28.80","29.93"," 7.7","23","8.1"
1,2014-01-18,"35","30","33","M","28","31","32"," 0","-","-","RA SN FG+ BR","M","0.45","29.61","29.76"," 4.4","01","4.9"
2,2014-01-18,"32","30","31","M","29","30","34"," 0","-","-","SN FG+ FZFG BR","5.8","0.31","28.63","29.73"," 3.5","36","5.6"
1,2014-01-19,"32","29","31","M","24","28","34"," 0","-","-","SN BR","M","0.05","29.47","29.62"," 9.1","22","9.6"
2,2014-01-19,"30","23","27","M","21","24","38"," 0","-","-","SN BR","0.3","0.01","28.51","29.62","15.9","24","16.3"
1,2014-01-20,"41","21","31","M","21","29","34"," 0","-","-"," ","M","  T","29.41","29.61"," 7.4","24","9.9"
2,2014-01-20,"36","17","27","M","19","26","38"," 0","-","-","SN FZFG UP","0.2","0.03","28.46","29.61","14.7","26","16.1"
1,2014-01-21,"21","9","15","M","-1","9","50"," 0","-","-","SN","M","  T","29.84","30.02"," 8.8","35","9.5"
2,2014-01-21,"17","6","12","M","0","8","53"," 0","-","-","SN BR","1.8","0.09","28.80","29.95"," 6.7","35","8.9"
1,2014-01-22,"17","6","12","M","-6","8","53"," 0","-","-"," ","M","  T","29.62","29.79","10.8","33","12.4"
2,2014-01-22,"12","1","7","M","-6","4","58"," 0","-","-"," ","  T","  T","28.59","29.76","13.2","33","15.2"
1,2014-01-23,"20","4","12","M","-7","8","53"," 0","-","-"," ","M","0.00","29.83","30.03"," 8.0","28","8.4"
2,2014-01-23,"14","0","7","M","-6","4","58"," 0","-","-"," ","0.0","0.00","28.83","30.02","12.0","29","12.7"
1,2014-01-24,"18","5","12","M","-7","8","53"," 0","-","-"," ","M","0.00","30.01","30.18"," 7.9","26","9.5"
